央视频道,#genre#
NewTV怡伴健康,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV军旅剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV中国功夫,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
NewTV农业致富,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV家庭剧场,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010077/
NewTV武博世界,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV炫舞未来,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
NewTV爱情喜剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV精品萌宠,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV精品大剧,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品记录,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8

芒果TV,#genre#
芒果TV1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果TV2,http://zby.xjqxz.top/dsdsj2/live.m3u8
芒果TV3,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果TV4,http://zby.xjqxz.top/gzdsj2/live.m3u8
电视剧1,http://zby.xjqxz.top/gzdsj3/live.m3u8
电视剧2,http://zby.xjqxz.top/gzdsj4/live.m3u8
电视剧3,http://zby.xjqxz.top/kzzypd/live.m3u8
电视剧4,http://zby.xjqxz.top/dzzypd/live.m3u8
电视剧5,http://zby.xjqxz.top/dzzypd3/live.m3u8

YY直播,#genre#
犬夜叉-中语,http://zblu.exvugx.cn/yy/1509038705
24官频陪你一起看,http://zblu.exvugx.cn/yy/1351186084
盗墓笔记,http://zblu.exvugx.cn/yy/1356373644
电影 古惑仔全集,http://zblu.exvugx.cn/yy/1354507447?quality=4
豪哥带我们发财,http://zblu.exvugx.cn/yy/23402146
电影 古惑仔全集,http://zblu.exvugx.cn/yy/1354507447
神医喜来乐,http://zblu.exvugx.cn/yy/1382714119
德爷单挑荒野,http://zblu.exvugx.cn/yy/27772604
赵本山《超清版》,http://zblu.exvugx.cn/yy/1382683959?quality=4
纪晓岚,http://zblu.exvugx.cn/yy/1352227227
赵本山《蓝光版》,http://zblu.exvugx.cn/yy/32160832
弹幕天团 下饭神剧,http://zblu.exvugx.cn/yy/23512910
超喜剧地下交通站男神贾贵,http://zblu.exvugx.cn/yy/1353428972
【新三国】蓝光版,http://zblu.exvugx.cn/yy/1382705738
神探狄仁杰2,http://zblu.exvugx.cn/yy/1382828767
纪晓岚,http://zblu.exvugx.cn/yy/1354143978
天龙八部,http://zblu.exvugx.cn/yy/1351814644
少年包青天1-3蓝光版,http://zblu.exvugx.cn/yy/38498680
【赌神片 动作片 港片】,http://zblu.exvugx.cn/yy/1355112116
鹿鼎记-高清全集,http://zblu.exvugx.cn/yy/1382704650
超级吓人鬼片 恐怖片,http://zblu.exvugx.cn/yy/1355641195
欢乐集结号-每天笑不停,http://zblu.exvugx.cn/yy/1382741642
【鹿鼎记】金庸经典,http://zblu.exvugx.cn/yy/28265277
雍正王朝 高清 护眼版,http://zblu.exvugx.cn/yy/23206872
进来 陪你看动漫,http://zblu.exvugx.cn/yy/1352866135
吃鱼了,http://zblu.exvugx.cn/yy/1382764587
【战狼4】吴京老师,http://zblu.exvugx.cn/yy/1354784284
【战狼3吴京】独播,http://zblu.exvugx.cn/yy/37999586
【火蓝刀锋】臭鱼,http://zblu.exvugx.cn/yy/1354784966
【济公】游本昌老师,http://zblu.exvugx.cn/yy/25519088
【动漫】斗罗斗破,http://zblu.exvugx.cn/yy/1353098382
神探狄仁杰,http://zblu.exvugx.cn/yy/38338029
狄仁杰,http://zblu.exvugx.cn/yy/1351755386
【新三国】萌儿陪看,http://zblu.exvugx.cn/yy/29216766
隋唐英雄传 蓝光,http://zblu.exvugx.cn/yy/1352475619
玲宝陪你看,http://zblu.exvugx.cn/yy/1353215589
英叔僵尸 3000部,http://zblu.exvugx.cn/yy/1353685311
纪晓岚,http://zblu.exvugx.cn/yy/1382781415
知否知否应是绿肥红瘦,http://zblu.exvugx.cn/yy/21881901
二龙湖浩哥【经典搞笑】,http://zblu.exvugx.cn/yy/28205255
林正英 僵尸 鬼片,http://zblu.exvugx.cn/yy/1351505899
康熙微服私访记,http://zblu.exvugx.cn/yy/1352811698
83射雕英雄传,http://zblu.exvugx.cn/yy/1354210357
火凤凰之战狼七,http://zblu.exvugx.cn/yy/1463088777
宰相刘罗锅,http://zblu.exvugx.cn/yy/1382745191
地下交通站,http://zblu.exvugx.cn/yy/1382736795
少年包青天,http://zblu.exvugx.cn/yy/1382651363
花儿开心吧,http://zblu.exvugx.cn/yy/1354930984
正阳门下,http://zblu.exvugx.cn/yy/1354931580
新三国,http://zblu.exvugx.cn/yy/26744898
武林外传,http://zblu.exvugx.cn/yy/1353852605
雪中悍刀行,http://zblu.exvugx.cn/yy/1382660835
泡芙陪你看电影,http://zblu.exvugx.cn/yy/24407222
二号交通站,http://zblu.exvugx.cn/yy/1382735582
港片电影,http://zblu.exvugx.cn/yy/33897188
正阳门下 正在直播,http://zblu.exvugx.cn/yy/1453059740
鹿鼎记-周星驰版,http://zblu.exvugx.cn/yy/1354658049
燕双鹰,http://zblu.exvugx.cn/yy/1354143942
66车讯,http://zblu.exvugx.cn/yy/1382571192
速度与激情全集,http://zblu.exvugx.cn/yy/1382749892
燕双鹰系列,http://zblu.exvugx.cn/yy/1457622044
高分经典电影,http://zblu.exvugx.cn/yy/1382754187
燕双鹰,http://zblu.exvugx.cn/yy/1352227153
神雕侠侣,http://zblu.exvugx.cn/yy/1351762426
西游记后传 蓝光,http://zblu.exvugx.cn/yy/1353392400
新三国24小时播放,http://zblu.exvugx.cn/yy/1354555195
放羊的星星,http://zblu.exvugx.cn/yy/1355260662
斗罗斗破精彩动漫,http://zblu.exvugx.cn/yy/1507304388
怒海潜沙 &重启全集,http://zblu.exvugx.cn/yy/1354744544
星爷功夫 经典武侠,http://zblu.exvugx.cn/yy/74613175
丫头动漫 斗罗斗破,http://zblu.exvugx.cn/yy/1458722520
[鬼怪.惊辣.墓穴],http://zblu.exvugx.cn/yy/1382748585
父母爱情,http://zblu.exvugx.cn/yy/1382746276
我和僵尸有个约会,http://zblu.exvugx.cn/yy/1354143966
盗慕笔记鬼灯,http://zblu.exvugx.cn/yy/1382765507
斗罗斗破,http://zblu.exvugx.cn/yy/1354768828
举起手来-惊险抗日,http://zblu.exvugx.cn/yy/1382736877
狄仁杰等你哦,http://zblu.exvugx.cn/yy/1457579747
热度榜1.包青天,http://zblu.exvugx.cn/yy/22701868
倚天屠龙记,http://zblu.exvugx.cn/yy/1449856066
新主播，求照顾,http://zblu.exvugx.cn/yy/29197808
周星驰超级搞笑电影,http://zblu.exvugx.cn/yy/38670875
港片鬼片全集,http://zblu.exvugx.cn/yy/1459869766
鬼片赌片经典电影,http://zblu.exvugx.cn/yy/1351496216
雪中悍刀行,http://zblu.exvugx.cn/yy/1354943110
新白娘子传奇,http://zblu.exvugx.cn/yy/1354490667
超级无敌吓人大片,http://zblu.exvugx.cn/yy/1354952229
24小时播放,http://zblu.exvugx.cn/yy/29067083
少年歌行【蓝光】,http://zblu.exvugx.cn/yy/1450556636
进来 陪你看电视,http://zblu.exvugx.cn/yy/1353518742
武工队传奇,http://zblu.exvugx.cn/yy/1354790484
灌篮高手 正在直播,http://zblu.exvugx.cn/yy/1351417866
笑傲江湖 4K超清,http://zblu.exvugx.cn/yy/1354282410
九品芝麻官包龙星,http://zblu.exvugx.cn/yy/1354930968
燕双鹰专场,http://zblu.exvugx.cn/yy/23026835
经典动漫,http://zblu.exvugx.cn/yy/24180320
新主播，求照顾,http://zblu.exvugx.cn/yy/1382690406
布丁-玄幻电影正在直播,http://zblu.exvugx.cn/yy/1455460998
泡芙陪你看电影,http://zblu.exvugx.cn/yy/24407222
火蓝刀锋,http://zblu.exvugx.cn/yy/1382737892
士兵突击,http://zblu.exvugx.cn/yy/1382828766
林正英 女鬼电影,http://zblu.exvugx.cn/yy/1453996620
24H国漫热播,http://zblu.exvugx.cn/yy/1353937086
鹿鼎记-周星驰版,http://zblu.exvugx.cn/yy/1354658049
斗破苍穹玄幻剧,http://zblu.exvugx.cn/yy/1356051105
寻秦记-穿越剧经典,http://zblu.exvugx.cn/yy/1382749900
真实案件系列,http://zblu.exvugx.cn/yy/1382671124
特种兵系列,http://zblu.exvugx.cn/yy/1508456184
五号特工组,http://zblu.exvugx.cn/yy/1507704566
系列电视剧,http://zblu.exvugx.cn/yy/1458015189
【成龙经典】动作,http://zblu.exvugx.cn/yy/34460526
24灌篮高手正在直播,http://zblu.exvugx.cn/yy/1350984033
彭禺厶鬼怪奇幻系列电影,http://zblu.exvugx.cn/yy/1355249116
神探狄仁杰1,http://zblu.exvugx.cn/yy/1354930934
双月之城-国漫,http://zblu.exvugx.cn/yy/1382736907
【雪豹】超经典,http://zblu.exvugx.cn/yy/1450496699
星爷经典-百看不厌,http://zblu.exvugx.cn/yy/1382736808
三国演义94年经典版,http://zblu.exvugx.cn/yy/1354936241
【雪豹】超经典,http://zblu.exvugx.cn/yy/1450496699
星爷经典-百看不厌,http://zblu.exvugx.cn/yy/1382736808
三国演义94年经典版,http://zblu.exvugx.cn/yy/1354936241
经典港片电影,http://zblu.exvugx.cn/yy/1382793140
天道-9.2高分好剧,http://zblu.exvugx.cn/yy/1382735574
少年包青天第三部,http://zblu.exvugx.cn/yy/1382736814
宋小宝小品合集,http://zblu.exvugx.cn/yy/1354931577
炊事班的故事II,http://zblu.exvugx.cn/yy/1382736885
【狂飙】4K,http://zblu.exvugx.cn/yy/1382773728
你最爱的宋小宝,http://zblu.exvugx.cn/yy/1354936198
读心神探,http://zblu.exvugx.cn/yy/1382736875
小兵张嘎,http://zblu.exvugx.cn/yy/1354930225
父母的爱情,http://zblu.exvugx.cn/yy/1382768483
斗罗斗破动漫,http://zblu.exvugx.cn/yy/1420843376
笑傲帮,http://zblu.exvugx.cn/yy/1382735555
情满四合院,http://zblu.exvugx.cn/yy/1382736888
斗罗斗破,http://zblu.exvugx.cn/yy/1354768831
康熙王朝,http://zblu.exvugx.cn/yy/1382736818
【神雕侠侣】金庸经典,http://zblu.exvugx.cn/yy/1382704651
今夜欢乐颂,http://zblu.exvugx.cn/yy/1382735572
我的前半生,http://zblu.exvugx.cn/yy/1382735564
电影,http://zblu.exvugx.cn/yy/1458819360
济公游记,http://zblu.exvugx.cn/yy/1355265814
我爱我家,http://zblu.exvugx.cn/yy/1382735557
炊事班的故事III,http://zblu.exvugx.cn/yy/1382736716
今晚80后脱口秀,http://zblu.exvugx.cn/yy/1382745098
家花与野花,http://zblu.exvugx.cn/yy/1354420982
妹子高分搞笑电影,http://zblu.exvugx.cn/yy/33478222
【案发现场】1-4部全集,http://zblu.exvugx.cn/yy/33567888
鬼片恐怖片 美女陪你看,http://zblu.exvugx.cn/yy/1335509613
经典电影,http://zblu.exvugx.cn/yy/1355142167
【动漫】斗罗斗破超清全屏,http://zblu.exvugx.cn/yy/1382689904
笑傲江湖,http://zblu.exvugx.cn/yy/1354930909
吴京 特种战士,http://zblu.exvugx.cn/yy/76101626
【林正英】僵尸 鬼片,http://zblu.exvugx.cn/yy/30668277
烧脑破案24h陪你看,http://zblu.exvugx.cn/yy/1355171357
【电影】顶级动作电影,http://zblu.exvugx.cn/yy/24923327
【电影】超然巨作,http://zblu.exvugx.cn/yy/29170933
倚天屠龙记,http://zblu.exvugx.cn/yy/1354755003
少年包青天三,http://zblu.exvugx.cn/yy/61318527
利刃出击乐乐陪看,http://zblu.exvugx.cn/yy/1352946111
父母爱情,http://zblu.exvugx.cn/yy/1354926650
林正英 经典鬼片,http://zblu.exvugx.cn/yy/1353312849
岳云鹏-屌丝也能追到美女,http://zblu.exvugx.cn/yy/1382736882
宫心计,http://zblu.exvugx.cn/yy/1382828769
天龙神雕经典回忆,http://zblu.exvugx.cn/yy/68260522
破案港剧,http://zblu.exvugx.cn/yy/1350670730
《石敢当》六耳猕猴,http://zblu.exvugx.cn/yy/1394156613
案发现场全集,http://zblu.exvugx.cn/yy/1354775242
西游记后传,http://zblu.exvugx.cn/yy/1382736846
法证先锋,http://zblu.exvugx.cn/yy/1354930939
欢乐集结号,http://zblu.exvugx.cn/yy/1354931582
伪装者,http://zblu.exvugx.cn/yy/1354936244
小欢喜,http://zblu.exvugx.cn/yy/1382737888
法证先锋Ⅱ,http://zblu.exvugx.cn/yy/1354888736
恐怖片 女鬼,http://zblu.exvugx.cn/yy/1455891197
炊事班的故事,http://zblu.exvugx.cn/yy/1382749901
易中天品三国,http://zblu.exvugx.cn/yy/1354931498
妖魔鬼怪 超好看,http://zblu.exvugx.cn/yy/1459714870
情满四合院,http://zblu.exvugx.cn/yy/1382736848
亲爱的热爱的,http://zblu.exvugx.cn/yy/1354932433
我的体育老师,http://zblu.exvugx.cn/yy/1382745169
岳云鹏-屌丝也能追到美女,http://zblu.exvugx.cn/yy/1382736882
最美的青春,http://zblu.exvugx.cn/yy/1382745116
贾玲春晚小品,http://zblu.exvugx.cn/yy/1382736720
平凡岁月,http://zblu.exvugx.cn/yy/1382745117
天龙八部蓝光,http://zblu.exvugx.cn/yy/1355652820
宋小宝春晚小品合集,http://zblu.exvugx.cn/yy/1382736866
大话西游至尊宝,http://zblu.exvugx.cn/yy/1382736910
薛元帅传奇,http://zblu.exvugx.cn/yy/31313785
野山鹰-影视剧,http://zblu.exvugx.cn/yy/1354932395
百家讲坛――之明太祖朱元璋,http://zblu.exvugx.cn/yy/1354936149
大明王朝,http://zblu.exvugx.cn/yy/1382736879
华子系列,http://zblu.exvugx.cn/yy/1354888726
中国味道 第4季-美食纪录片,http://zblu.exvugx.cn/yy/1382736845
【玄幻电影】,http://zblu.exvugx.cn/yy/1355065896
夏洛特烦恼-国内电影-喜剧,http://zblu.exvugx.cn/yy/1354936201
金婚,http://zblu.exvugx.cn/yy/1382736832
惊恐鬼怪盗暮,http://zblu.exvugx.cn/yy/1382749525
【港片】赌片 动作,http://zblu.exvugx.cn/yy/24921161
赌神-发哥,http://zblu.exvugx.cn/yy/1354889044
无敌燕双鹰,http://zblu.exvugx.cn/yy/1354825244
敢死队-精彩动作电影,http://zblu.exvugx.cn/yy/1382735573
鸡毛飞上天,http://zblu.exvugx.cn/yy/1354806550
国外科幻,http://zblu.exvugx.cn/yy/1382736800
欢乐集结号,http://zblu.exvugx.cn/yy/1382735550
热门喜剧,http://zblu.exvugx.cn/yy/1354931495
毒液：致命守护者,http://zblu.exvugx.cn/yy/1382745095
变形金刚,http://zblu.exvugx.cn/yy/1382736803
《神雕侠侣》黯然销魂,http://zblu.exvugx.cn/yy/1394000563
的直播间,http://zblu.exvugx.cn/yy/1354129442
24小时循环播电视剧,http://zblu.exvugx.cn/yy/53320802
小敏,http://zblu.exvugx.cn/yy/1382736890
动漫奥斯卡正在直播,http://zblu.exvugx.cn/yy/1382626335
第一滴血全集,http://zblu.exvugx.cn/yy/1354932355
热血抗日电影,http://zblu.exvugx.cn/yy/1382749907
小甜甜 勇敢的心,http://zblu.exvugx.cn/yy/1382658790
空谷幽兰,http://zblu.exvugx.cn/yy/1382745182
福贵,http://zblu.exvugx.cn/yy/1354926537
澳门风云,http://zblu.exvugx.cn/yy/1459243913
本山快乐营,http://zblu.exvugx.cn/yy/1354933529
单挑荒野第一季,http://zblu.exvugx.cn/yy/1354933535
法证先锋2,http://zblu.exvugx.cn/yy/1382736870
血色浪漫,http://zblu.exvugx.cn/yy/1354926676
宝莲灯前传,http://zblu.exvugx.cn/yy/1354931631
黑冰,http://zblu.exvugx.cn/yy/1354932427
小沈阳春晚小品,http://zblu.exvugx.cn/yy/1382749941
洪金宝福星系列,http://zblu.exvugx.cn/yy/1354924839
影视剧场,http://zblu.exvugx.cn/yy/1355260855
公主嫁到,http://zblu.exvugx.cn/yy/1382736915
本山快乐营1,http://zblu.exvugx.cn/yy/1354936209
奇缘39262港台影院,http://zblu.exvugx.cn/yy/1354889234
惊天大瓜,http://zblu.exvugx.cn/yy/1353327982
神秘探险热播电视剧,http://zblu.exvugx.cn/yy/1355336008
怀旧好电影,http://zblu.exvugx.cn/yy/1382627144
粟裕大将-影视,http://zblu.exvugx.cn/yy/1354926542
特种兵归来-国产电影,http://zblu.exvugx.cn/yy/1382735581
法证先锋Ⅲ,http://zblu.exvugx.cn/yy/1382736802
金婚,http://zblu.exvugx.cn/yy/1382828768
新白娘子传奇-女神赵雅芝,http://zblu.exvugx.cn/yy/1354930969
传奇英雄,http://zblu.exvugx.cn/yy/1382735578
精彩动作电影享不停,http://zblu.exvugx.cn/yy/1382736809
X战警系列电影,http://zblu.exvugx.cn/yy/1382736893
战争大片-国外电影,http://zblu.exvugx.cn/yy/1382736857
舌尖上的中国第2季,http://zblu.exvugx.cn/yy/1354930943
俺娘田小草,http://zblu.exvugx.cn/yy/1382741638
铭记历史-甲午大海战,http://zblu.exvugx.cn/yy/1354936195
探秘中华美食,http://zblu.exvugx.cn/yy/1354930954
临界婚姻,http://zblu.exvugx.cn/yy/1354932365
河山,http://zblu.exvugx.cn/yy/1382749952
军旅电视剧,http://zblu.exvugx.cn/yy/1352575322
临界婚姻,http://zblu.exvugx.cn/yy/1354932365
远去的飞鹰-影视剧,http://zblu.exvugx.cn/yy/1354930912
发哥系列,http://zblu.exvugx.cn/yy/1354888733
哈利波特全集,http://zblu.exvugx.cn/yy/1382745105
国内战争电影,http://zblu.exvugx.cn/yy/1382736865
剩女李夏天的求爱之路,http://zblu.exvugx.cn/yy/1382749910
欢乐集结号3,http://zblu.exvugx.cn/yy/1382736822
魔幻手机,http://zblu.exvugx.cn/yy/1382735544
成龙系列,http://zblu.exvugx.cn/yy/1354888751
探案！探案！,http://zblu.exvugx.cn/yy/1382829413

虎牙直播,#genre#
狂飙,http://11.xmyxc.cn/api/php/yy.php?id=1382754187
与凤行,http://cfss.cc/cdn/hy/26355866.m3u8
与凤行,http://159.75.85.63:35455/huya/26355866

斗鱼直播,#genre#
电影-科幻系列,http://zblu.exvugx.cn/douyu/10183347
电影-豆瓣高分系列,http://zblu.exvugx.cn/douyu/8770422
电影-漫威系列,http://zblu.exvugx.cn/douyu/6140589
电影-成龙系列,http://zblu.exvugx.cn/douyu/3379942
电影-恐怖系列,http://zblu.exvugx.cn/douyu/1165374
电影-变种人系列,http://zblu.exvugx.cn/douyu/9651304
电视剧-爱情系列,http://zblu.exvugx.cn/douyu/9650792
电视剧-僵尸系列,http://zblu.exvugx.cn/douyu/3627728
电视剧-胡歌系列,http://zblu.exvugx.cn/douyu/5448413
电视剧-精绝古城,http://zblu.exvugx.cn/douyu/11649079
电视剧-雪豹,http://zblu.exvugx.cn/douyu/11578904
电视剧-欢乐颂,http://zblu.exvugx.cn/douyu/3756989
电视剧-小鱼儿与花无缺,http://zblu.exvugx.cn/douyu/12033124
电视剧-僵,http://zblu.exvugx.cn/douyu/3627728
电视剧-火线三兄弟,http://zblu.exvugx.cn/douyu/9176009
电视剧-古董局中局,http://zblu.exvugx.cn/douyu/9650783
电视剧-神探狄仁杰2,http://zblu.exvugx.cn/douyu/3395113
电视剧-使徒行者2,http://zblu.exvugx.cn/douyu/9019945

电影网,#genre#
1905电影网1(国内电影),http://php.jdshipin.com:8880/1905.php?id=1905dy
1905电影网2(歪果电影),http://php.jdshipin.com:8880/1905.php?id=1905dy2
黑莓电影,http://[2409:8087:1a01:df::4021]/PLTV/88888888/224/3221225681/index.m3u8
黑莓动画,http://[2409:8087:1a01:df::4017]/PLTV/88888888/224/3221225529/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
CHC动作电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcdzdy
CHC影迷电影,http://php.jdshipin.com/TVOD/iptv.php?id=chcymdy
CHC家庭影院,http://php.jdshipin.com/TVOD/iptv.php?id=chcjtyy
CHC家庭电影,http://eastscreen.tv/ooooo.php?id=chcjt
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
CHC高清电影,http://eastscreen.tv/ooooo.php?id=chchd
CHC动作电影,http://cg1.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?t=GybtsMb6rF4QAbWTetat6g%3D%3D&u=HNTV01YU00021202&p=8&cid=100000189&pid=&l=1&d=48555E45F7FC&ip=192.168.197.8&n=CHCDZDY_8000&errorcode=0&sid=Cr7LfDpXE67QA0Nus2tGvg%3D%3D&r=20231212111337&e=20231212151337&nc=RcaFZlcDLlzv&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422696805&srchost=172.16.22.158:8060&gid=f1hKFIYFjbQUf%2BTk5FhuTg%3D%3D
CHC影迷电影,http://cg6.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?t=VwFiKC8%2Fi8f%2B6CDdOS5f5A%3D%3D&u=HNTV01YU00021202&p=8&cid=10000081&pid=&l=1&d=48555E45F7FC&ip=192.168.197.127&n=CHCGQ_8000&errorcode=0&sid=MlE%2BuV%2FON7MM6310fiBTpg%3D%3D&r=20231212111248&e=20231212151248&nc=bHZFrU2ASl02&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422696237&srchost=172.16.22.158:8060&gid=P%2BUM0yvAUJ7cFgaqUZr56A%3D%3D
CHC家庭影院,http://cg14.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?t=D360byGt%2BpZL3Wo1xiFxAw%3D%3D&u=HNTV01YU00021202&p=8&cid=100000190&pid=&l=1&d=48555E45F7FC&ip=192.168.197.125&n=CHCJTYY_8000&errorcode=0&sid=dc0dvd1mPBtLnOcG8ia8jA%3D%3D&r=20231212111401&e=20231212151401&nc=XOLY5A6gm03W&a=1111&pd=60&errorReason=0&v=2&project=WNTV&hlsSessionID=4379470835422697120&srchost=172.16.22.158:8060&gid=DHldhfgdMMpjpVp6NSOZqw%3D%3D
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8
CHC影迷电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8
CHC动作电影,http://annaxi.lw-home.com:11111/udp/239.253.254.153:8000
CHC影迷电影,http://annaxi.lw-home.com:11111/udp/239.253.254.154:8000
CHC家庭影院,http://annaxi.lw-home.com:11111/udp/239.253.254.152:8000
明星大片,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8

MV,#genre#
MV轮播,http://zblu.exvugx.cn/bilibili/1773507853id
演唱会,http://zblu.exvugx.cn/douyu/11880223
金典歌曲轮播,http://157.148.134.6/live-bvc/682702/live_1749710516_4875726_2500/index.m3u8
周杰伦无损音乐,http://61.240.206.17/live-bvc/664465/live_642804459_23717540_2500/index.m3u8
24小时宫崎骏,http://221.15.71.3/live-bvc/664465/live_8452447_9815264/index.m3u8
24小时轻音乐,http://61.240.206.3/live-bvc/276764/live_2565439_9900945/index.m3u8
